,0,1,2
2861,Bill Pascrell,Forty-five percent of Americans went without needed care because of costs in 2007.,Mostly True
2862, Chain email,"""All non-US citizens, illegal or not, will be provided with free health care services.""",Pants on Fire!
2863, Chain email,"""All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.""",True
2864, Chain email,"In the health care bill, ""The 'Health Choices Commissioner' will decide health benefits for you. You will have no choice. None.""",Pants on Fire!
2865,Glenn Beck,"John Holdren, director of the White House Office of Science and Technology Policy, ""has proposed forcing abortions and putting sterilants in the drinking water to control population.""",Pants on Fire!
2866, Chain email,"""The Senate voted this week to allow illegal aliens access to Social Security benefits.""",Pants on Fire!
2867,Arianna Huffington,"Only 15 percent of drug users are African-American, yet 74 percent of all drug offenders sentenced to prison are black",Half-True
2868,Bill Bennett,"""Four percent of American citizens are black males, but they are 35 percent of murder victims.""",Mostly True
2869, WorldNetDaily,"White House spokesman Robert Gibbs ""lied"" when he said President Obama's birth certificate is posted on the Internet.",False
2870,Barack Obama,"""Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP"" say that health reform ""makes sense to do.""",Mostly True
2871,Barack Obama,"""14,000 Americans . . . lose their health insurance every single day.""",Mostly True
2872,Betsy McCaughey,"The health care reform bill ""would make it mandatory  absolutely require  that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner.""",Pants on Fire!
2873,Barack Obama,"Health insurance companies are ""making record profits, right now.""",False
2874,Steny Hoyer,There were more job losses per month in the last three months under President Bush than in the past three months under President Obama.,Mostly True
2875, Investor's Business Daily,The health care reform bill -- on Page 16 -- outlaws private insurance.,Pants on Fire!
2876, House Republican Conference,"""The government is going to tell Americans they need to replace functioning stoves in their homes with 'government-certified' stoves and use taxpayer dollars to do so.""",Half-True
2877,Barack Obama,"The stimulus ""has delivered $43 billion in tax relief to American working families and businesses""",Half-True
2878,Barack Obama,On mandating health care coverage.,Full Flop
2879,Sarah Palin,On a cap-and-trade plan.,Full Flop
2880,Robert Bennett,The Obama administration has spent millions of taxpayer dollars for roadside signs to tout the economic stimulus.,Half-True
2881,Sarah Palin,"""Job losses are so certain under this new cap-and-tax plan that it includes a provision accommodating newly unemployed workers from the resulting dried-up energy sector, to the tune of $4.2 billion over eight years. So much for creating jobs.""",Mostly True
2882,Barack Obama,On a single-payer health care system.,Half Flip
2883,Jon Kyl,"""Only about 6.8 percent of the (stimulus) money has actually been spent.""",Mostly True
2884,Joe Biden,"""Across the country, $174 billion of the Recovery Act have been committed in its first 130 days.""",Mostly True
2885, Presente.org,Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.,False
2886, Republican National Committee,"The Obama administration offered ""$900 million to Hamas, a recognized terrorist organization, to rebuild Gaza.""",False
2887, Republican National Committee,"""Under the new and little known 'global justice' initiative,"" the Obama administration has ordered FBI agents to ""read Miranda Rights to high-value terrorist detainees captured on the battlefield.""",Half-True
2888,Lindsey Graham,"""Now, there was a time when someone like Scalia and Ginsburg got 95-plus votes.""",True
2889,Jon Kyl,"A new Rasmussen poll shows people ""oppose (Sotomayor's) confirmation. Only 37 percent support it.""",Half-True
2890,Ann Coulter,"""Obama's Justice-designate Sotomayor threw out (the New Haven firefighters') lawsuit in a sneaky, unsigned opinion -- the judicial equivalent of 'talk to the hand.'""",False
2891,Rush Limbaugh,"On the day the House voted on the climate change bill, ""there was not even a copy of the bill in the well of the House, which is standard. It wasn't even written.""",Mostly False
2892,Eric Cantor,"""We were promised. The president said we would keep unemployment under 8.5 percent (if the stimulus passed).""",Mostly False
2893,Barack Obama,"""We import more oil today than ever before.""",False
2894,John Boehner,"""In North Carolina, they used stimulus money to hire one new state worker. His job, apply for more stimulus funds from the taxpayers by the way of the federal government.""",False
2895,John Boehner,"""In Wisconsin, the stimulus paid for a bridge to a bar called Rusty's Backwater Saloon. They've got great burgers, but no new jobs.""",Mostly False
2896,Barack Obama,"""Californians consume 40 percent less energy per person than the national average""",Mostly True
2897, Democratic National Committee,"Mitch McConnell opposed ""legislation to create and protect Kentucky jobs . . . help for the unemployed. . . health care for Kentucky's children,"" and ""fair pay for women.""",Mostly False
2898, Chain email,"""The ACLU has filed a suit to have all military cross-shaped headstones removed.""",Pants on Fire!
2899,Chuck Grassley,"""If the United States moves ahead by itself (on cap-and-trade)... after 30 or 40 years, we're going to reduce CO2 by less than 1 percent.""",Half-True
2900, Chain email,"The Free Flow of Information Act of 2009 ""would guarantee Barack Obama will never be held accountable for producing forged birth documents.""",Pants on Fire!
2901,Lamar Smith,"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired.""",True
2902,George Will,"Every year tobacco kills more Americans than did World War II  more than AIDS, cocaine, heroin, alcohol, vehicular accidents, homicide and suicide combined.",True
2903,Michele Bachmann,"ACORN will be a paid partner with the Census Bureau and ""they will be in charge of going door-to-door and collecting data from the American public.""",Pants on Fire!
2904,Michele Bachmann,"Says the Constitution only requires her to tell the census ""how many people are in our home.""",Pants on Fire!
2905,Barack Obama,"""Medicare and Medicaid are the single biggest drivers of the federal deficit and the federal debt by a huge margin.""",Mostly True
2906,Edward  Markey,"Says the Congressional Budget Office estimates a cap-and-trade program would cost the average family the equivalent of ""a postage stamp a day.""",True
2907,Keith Olbermann,"""Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.""",False
2908,Paul Krugman,"Even high estimates for an early draft of the health care plan are ""less than the $1.8 trillion cost of the Bush tax cuts.""",Mostly True
2909,Lynn Westmoreland,"The war spending bill ""actually spends more money on the International Monetary Fund than on the war.""",Mostly False
2910,Sean Hannity,"Under the ""Cash for Clunkers"" program, ""all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.""",False
2911,Ann Coulter,"Says President Obama was wrong ""about Muslims' historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.""",Mostly False
2912,Glenn Beck,"""Why do we have automatic citizenship upon birth? We're the only country in the world that has it.""",False
2913,Steny Hoyer,"""Some 500 detainees were released from Guantanamo during the Bush administration.""",Mostly True
2914, Americans United for Change,"""A new poll shows 62 percent support the president's plan to reform health care. That means ... letting you choose between keeping the private insurance you have and a public health insurance plan.""",False
2915,Bill Nelson,"Oil money from federal leases ""can only be used to clean up the mess and damages from drilling.""",Mostly True
2916,Mike Murphy,"In Texas, ""the No. 1 name for new male babies  many of whom will vote one day  is Jose.""",True
2917,John McCain,"""Obama has more czars than the Romanovs.""",True
2918,Karl Rove,"Under a public health care option, 120 million Americans will ""lose what they now get from private companies and be forced onto the government-run rolls as businesses decide it is more cost-effective for them to drop coverage.""",False
2919,Sarah Palin,"Palin said stimulus money for weatherization required ""universal energy building codes for Alaska, kind of a one-size-fits-all building code that isn't going to work up there in Alaska.""",False
2920,Mike Pence,"Contends that President Obama ""literally said (if) his cap-and-trade proposals were to pass, that utility rates, his words now, would, 'necessarily skyrocket.'""",True
2921,Chris Dodd,"Sixty-two percent of all personal bankruptcies are ""caused by medical problems.""",Half-True
2922,Barack Obama,"""In the first round of repayments"" from financial institutions that received TARP money, ""the government has actually turned a profit.""",True
2923,Newt Gingrich,"Inside the stimulus package ""is anti-Christian legislation that  will stop churches from using public schools for meeting on  Sundays, as well as Boy Scouts and student Bible study  groups.""",Pants on Fire!
2924,John Boehner,"Says Vice President Joe Biden ""admits that the American people are being scammed"" with the economic stimulus package.",Mostly False
2925,Bill O'Reilly,"Says he didn't call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what ""some prolifers branded him.""",False
2926,Barack Obama,"""If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.""",Pants on Fire!
2927,John Barrasso,"There are billions of barrels of oil beneath our oceans and in Alaska, and there is ample oil shale in the Rocky Mountain West, but Democrats ""say all this American energy is off limits.""",Mostly False
2928,Newt Gingrich,On calling Supreme Court nominee Sonia Sotomayor a racist.,Full Flop
2929,Mitch McConnell,"""The Department of Justice, under the Obama administration, disagrees with the decision"" Judge Sotomayor made in the Ricci vs. DeStefano case.",Half-True
2930,Michael Steele,"""President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.""",True
2931,Barack Obama,"In the 100 days since its passage, the economic stimulus has ""saved or created nearly 150,000 jobs.""",Mostly False
2932, North Korean foreign ministry,"""The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.""",True
2933,Rush Limbaugh,"Sotomayor ""ruled against the white firefighter  Ricci and other white firefighters  just on the basis that she thought women and minorities should be given a preference because of their skin color and because of the history of discrimination in the past. The law was totally disregarded.""",Mostly False
2934, Libertarian National Committee ,"""Sotomayor has had her rulings thrown out by the court a troubling four times.""",Half-True
2935, Judicial Confirmation Network,"Sotomayor thinks ""that ones sex, race and ethnicity ought to affect the decisions one renders from the bench.""",Half-True
2936,Barack Obama,"""Walking in the door (Sonia Sotomayor) would bring more experience on the bench, and more varied experience on the bench, than anyone currently serving on the United States Supreme Court had when they were appointed.""",Half-True
2937, Republican National Committee,"Judge Sotomayor has said ""that policy is made on the U.S. Court of Appeals.""",Half-True
2938,Colin Powell,"Cheney is ""disagreeing with President Bush's policy. President Bush stated repeatedly to international audiences and to the country that he wanted to close Guantanamo.""",Half-True
2939,Dick Cheney,"""President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'""",Mostly True
2940,Dick Cheney,"""You've heard endlessly about waterboarding. It happened to three terrorists.""",True
2941,Barack Obama,"""Nobody has ever escaped from one of our federal 'supermax' prisons.""",True
2942,Michele Bachmann,"ACORN ""could get up to $8.5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states.""",False
2943,Richard Durbin,"""The reality is, we are holding some of the most dangerous terrorists in the world right now in our federal prisons, including the mastermind of the 1993 World Trade Center bombing, the 'shoe bomber,' the 'Unabomber,' and many others.""",True
2944,Mitch McConnell,"A public option for health care would end private insurance ""because the private insurance people will not be able to compete with a government option.""",Mostly False
2945,Mike Pence,"The Democrats propose ""a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.""",False
2946,Roy Blunt,"""Democrats have failed to answer the most basic question of how they want to pay for the more than $1 trillion of health care spending.""",Mostly True
2947, Pray in Jesus Name Project,"""The Pentagon under the Obama administration has just acknowledged seizing and burning the privately owned Bibles of American soldiers serving in Afghanistan.""",Half-True
2948,Mark Sanford,"""Our government has now 'spent, lent, or committed' $12.8 trillion in its attempt to blunt the recession.""",True
2949,Steve King,"The federal Hate Crimes Prevention Act bill would create ""special protection for pedophiles.""",Pants on Fire!
2950,Barack Obama,On releasing photographs depicting the abuse of prisoners.,Full Flop
2951,Newt Gingrich,"Democrats in Congress ""had control since  January of 2007. They haven't passed a law making waterboarding illegal. They  haven't gone into any of these things and changed law.""",Mostly False
2952, Miss California USA,"""The president of the United States ... agrees with me"" that marriage should be between a man and a woman.",True
2953, MoveOn.org,Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.,True
2954,Nancy  Pelosi,"""We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.""",False
2955, Conservatives for Patients' Rights,"The economic stimulus bill created a council that's ""modeled after the national board that controls Britains health system.""",Mostly False
2956, Chain email,"Obama used $20 million in federal money ""to emmigrate (sic) Hamas Refugees to the USA.""",Pants on Fire!
2957, Chain email,"Obama's ""first call (as president) to any head of state was to Mahmoud Abbas, leader of Fatah party in the Palestinian territory.""",Half-True
2958,Barack Obama,"Pay-as-you-go ""is the principle that helped transform large deficits into surpluses in the 1990s.""",Half-True
2959, Democratic National Committee,"The Republican Party has ""21 percent party ID and shrinking.""",Mostly True
2960,Rush Limbaugh,"Sen. Arlen Specter's party switch could ""end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.""",Mostly True
2961,Wayne LaPierre,"Cass Sunstein, President Obama's nominee for regulatory czar, ""wants to give legal standing to animals so they can sue you for eating meat.""",Half-True
2962, Chain email,"""Barack Obama's nominee for 'regulatory czar' has advocated a 'Fairness Doctrine' for the Internet"" that would require links to opposing opinions.",Half-True
2963,Joe Biden,"""When one person sneezes, it goes all the way through the aircraft.""",Pants on Fire!
2964,Arlen Specter,On switching parties.,Full Flop
2965,Michele Bachmann,"In the 1970s, ""the swine flu broke out . . . under another Democrat, President Jimmy Carter.""",Pants on Fire!
2966,Barack Obama,"Washing your hands and covering your mouth when you cough ""makes a huge difference"" in reducing transmission of the flu.",True
2967,Barack Obama,"In Iraq, ""civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year.""",True
2968,John Boehner,"""About halfway through fiscal year 2009, Washington has run out of money.""",True
2969,Lindsey Graham,"""The Geneva Convention did not apply, until 2005, to the war on terror.""",Half-True
2970,Newt Gingrich,On torture.,Half Flip
2971,Barack Obama,"""Already we've identified $2 trillion in deficit reductions over the next decade.""",Mostly False
2972,Barack Obama,"""Venezuela is a country whose defense budget is probably 1/600th of the United States.""",Mostly True
2973,Barack Obama,"""More than 90 percent of the guns recovered in Mexico come from the United States.""",Half-True
2974,Gus Bilirakis,"It is ""the Department of Homeland Security's view that returning military veterans and gun owners are likely to commit terrorist acts.""",Mostly False
2975,Joe Scarborough,President Obama has never received a paycheck from a profitmaking business in his entire life.,False
2976,John Boehner,"""Some even advocate wiping out 401(k)s entirely and replacing them with government-run accounts.""",Mostly False
2977,Keith Olbermann,"""President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year.""",Mostly True
2978,Rush Limbaugh,"""You can't read a speech by George Washington . . . without hearing him reference God, the Almighty.""",False
2979,Rachel Maddow,"Gov. Sarah Palin ""got precisely zero support for her call for Alaska's Democratic Senator Mark Begich to resign because Ted Stevens' corruption conviction was overturned.""",False
2980,George Will,"""Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets.""",True
2981,Lawrence O'Donnell,"""There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.""",False
2982, Chain email,"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",False
2983, Cato Institute,"""There has been no net global warming for over a decade now.""",False
2984,Michele Bachmann,"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency.",False
2985,Barack Obama,"""2008 was the deadliest year of the war (in Afghanistan) for American forces.""",True
2986,Judd Gregg,On the propriety of budget reconciliation.,Half Flip
2987, House Republican Conference,"""The administration raises revenue for nationalized health care through a series of new taxes, including a light switch tax that would cost every American household $3,128 a year.""",Pants on Fire!
2988,Robert Gibbs,"The Republican leadership's budget proposal ""doesn't contain any numbers.""",True
2989,Arlen Specter,"The Employee Free Choice Act mandates the ""elimination of the secret ballot.""",Mostly True
2990,Judd Gregg,"Obama's budget plan would ""take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.""",True
2991,Barack Obama,"His proposed budget would ""cut our deficit in half by the end of my first term.""",Mostly True
2992,Barack Obama,"""As a percentage of gross domestic product, we are reducing nondefense discretionary spending to its lowest level since the '60s, lower than it was under Reagan, lower than it was under Clinton, lower than it was under Bush, or both Bushes.""",Mostly False
2993,Judd Gregg,"Obama's proposed budget ""doubles the debt in five years, triples it in 10 years.""",Mostly True
2994,Cynthia Lummis,"Under Obama's budget plan, families making over $250,000 are ""going to lose their mortgage deduction, their charitable deductions.""",Pants on Fire!
2995, House Republican Conference,"Obama nominee Dawn Johnsen ""called motherhood 'involuntary servitude.'""",False
2996,Barack Obama,"""Warren (Buffett) still does support me.""",True
2997,Chris Dodd,On whether he wrote a provision that allowed AIG to dole out bonuses.,Full Flop
2998,Mike Pence,"""Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks.""",True
2999, National Republican Senatorial Committee,"""Senator Chris Dodd, chairman of the Senate Banking Committee, placed an amendment in the stimulus bill that allowed for banks bailed out with taxpayer money  including AIG  to hand out huge bonuses.""",Half-True
3000,Barack Obama,"""The 1908 Model T earned better gas mileage than a typical SUV sold in 2008.""",Mostly True
3001,Elijah Cummings,"AIG ""said they were giving $57 million (in retention payments) to people who were being terminated.""",True
3002,Ron Wyden,"""We had bipartisan legislation that got through the Senate"" that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.""",Mostly True
3003, Chain email,"""AIG insures the pension trust of the United States Congress!""",Pants on Fire!
3004,Chuck Grassley,"In Japan, executives of failing companies ""say 'I'm sorry' and then either do one of two things: resign or go commit  suicide.""",Half-True
3005,Christina Romer,"""Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.""",True
3006,John Boehner,"""I don't do earmarks. I've never done one. I'm not going to do one.""",True
3007,Barack Obama,"""In eighth grade math, weve fallen to ninth place.""",False
3008,Charles Schumer,"""No Bridge to Nowhere could occur.""",False
3009,Peter Orszag,"""Look, the earmarks have come down significantly, 75 percent.""",False
3010,Robert Gibbs,"""Amiddle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.""",True
3011, Americans United for Change,"Republican leaders said ""no"" to ""tax cuts for 95% of working Americans.""",Mostly False
3012,Joe Biden,"""The average CEO makes $10,000 more every day ... than what the average worker makes every year.""",Half-True
3013,Barack Obama,"""Teddy Roosevelt first called for (health care) reform nearly a century ago.""",True
3014,Tom Coburn,"""Under the Obama plan . . . all the health care in this country is eventually going to  be run by the government.""",False
3015,Mitch McConnell,"""In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.""",False
3016,John Boehner,"""The president campaigned against this type of legislation.""",True
3017, Democratic congressional leadership,The omnibus bill has only $3.8 billion in earmarks.,False
3018,John McCain,"""The president's plan, even after the end of its withdrawal timeline is reached, will leave in place up to 50,000 U.S. troops.""",False
3019,Bobby Jindal,"The stimulus bill includes ""$8 billion for high-speed rail projects, such as a 'magnetic levitation' line from Las Vegas to Disneyland.""",Half-True
3020,John McCain,"A new presidential helicopter ""is now going to cost as much as Air Force One.""",Mostly True
3021,Barack Obama,"""We are making the largest investment in education in our nations history.""",True
3022,Mark Sanford,"Says former Clinton budget director Alice Rivlin said the stimulus bill ""won't actually stimulate the economy.""",False
3023,John McCain,"The omnibus spending bill has ""9,427 pork barrel items.""",True
3024,Bobby Jindal,"Louisiana is turning down $100 million ""that would require  us to change our unemployment law, that would have actually raised taxes on  Louisiana businesses.""",Mostly True
3025,Mark Sanford,"""The Congressional Budget Office has found that (the stimulus) bill will lead to a real 0.1 to 0.3 percent reduction in gross domestic product by 2019.""",False
3026,Rosa DeLauro,"""When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.""",True
3027,Al Gore,"If we got solar energy from ""an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year.""",True
3028,Mike Pence,"The stimulus has ""$30 million in there to protect mice in San Francisco.""",False
3029,Jim DeMint,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",False
3030, Chain email,"""The Obama Administration wants to have soldiers and officers pledge a loyalty  oath directly to the office of the President, and no longer to the Constitution.""",Pants on Fire!
3031, Chain email,"""Nancy Pelosi wants a Windfall Tax on Retirement Income.""",Pants on Fire!
3032,Barack Obama,"""Putting three Republicans in my Cabinet...is unprecedented.""",True
3033,Michael Steele,"""You and I know that in the history of mankind and womankind, government  federal, state, local, or otherwise  has never created one job.""",Pants on Fire!
3034,Pat Roberts,"The Congressional Budget Office ""estimates that only 15 percent of this stimulus package will be spent in 2009"" and only 37 percent in 2010.",Mostly False
3035,Barack Obama,"On attacks by Republicans that various programs in the economic stimulus plan are not stimulative, ""If you add all that stuff up, it accounts for less than 1 percent of the overall package.""",Half-True
3036, Fidelis,"""Obama taps porn lawyer for #2 at Justice.""",Mostly True
3037,Fred Smith,"""The average bonus [on Wall Street] is about $100,000...The bonuses on Wall Street are down 44 percent.""",Mostly True
3038,Mike Pence,"The stimulus bill contains ""$20 million for the removal of small to medium-sized fish passage barriers"" and ""$25 million to rehabilitate off-roading trails for ATVs.""",True
3039,Robert Gibbs,"""There are no earmarks"" in the stimulus bill.",False
3040,Jon Kyl,"The Senate version of the economic stimulus package includes ""millions of dollars to World War II Filipino veterans in the Philippines.""",Half-True
3041,Mitch McConnell,"To give the proposed economic stimulus plan some perspective, ""if you started the day Jesus Christ was born and spent $1 million every day since then, you still wouldnt have spent $1 trillion.""",True
3042,John Boehner,"""The (economic stimulus) legislation could open billions of taxpayer dollars to left-wing groups like the Association of Community Organizations for Reform Now (ACORN).""",Mostly False
3043,Barack Obama,"""There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.""",False
3044, National Republican Congressional Committee,"""The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.""",Mostly True
3045,Barack Obama,"""In Chicago, school is never canceled"" because of winter weather.",Mostly True
3046,John Mica,"Democrats compare the infrastructure programs in the stimulus to the Eisenhower interstate program, ""but he proposed a $500 billion highway system, and they're going to put $30 billion"" into roads and bridges.",Mostly True
3047,Eric Cantor,"""For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington.""",False
3048,Eric Cantor,"The stimulus bill includes ""$300,000 for a sculpture garden in Miami.""",Pants on Fire!
3049,Barack Obama,"""Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four.""",Half-True
3050,Joe Barton,"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",True
3051,Eric Cantor,"Says a Congressional Budget Office report on spending by House Democrats in the economic stimulus concluded it ""is just not stimulus. It won't help the economy grow.""",False
3052,Rahm Emanuel,"""We've added, in the last eight years, $4 trillion of debt to the nation's obligations.""",Mostly True
3053,Harry Reid,U.S. Senate Majority Leader Harry Reid on whether Senate Democrats would seat Roland Burris.,Full Flop
3054,Nancy  Pelosi,"""The Capitol was built by slaves.""",True
3055,Harry Reid,On whether to seat Roland Burris as the new senator from Illinois.,Full Flop
3056,James Inhofe,"Energy nominee Steven Chu has called coal ""his worst nightmare.""",Mostly True
3057,Barack Obama,"Geithner's failure to pay self-employment taxes while working for the IMF ""is a mistake that is commonly made for people who are working internationally or for international institutions.""",Mostly True
3058, Competitive Enterprise Institute,"""Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years.""",True
3059,Nancy  Pelosi,"Bush's tax cuts for high earners ""have been the biggest contributor to the budget deficit.""",False
3060,Howard Dean,"""The biggest job of the surgeon general is to translate health care and health care needs into plain English.""",Half-True
3061,Barney Frank,"""Mr. Warren compared same-sex couples to incest.""",Mostly False
3062, People for the American Way,"The Rev. Rick Warren ""has called Christians who advance a social gospel Marxists.""",Mostly False
3063,Spencer  Bachus,"""Even with recent changes, the average hourly wage at General Motors is still $75 an hour.""",False
3064,Mitch McConnell,"If Obama's economic plan creates 600,000 new government jobs, ""that's about the size of the post office work force.""",Mostly True
3065,Sarah Palin,"Obama would ""experiment with socialism.""",Pants on Fire!
3066,Barack Obama,"""And 100 percent, John, of your ads . . . 100 percent of them have been negative.""",Pants on Fire!
3067,Barack Obama,"""Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare $882-billion worth.""",False
3068,John McCain,"""The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.""",False
3069,John McCain,"""Sen. Obama has never taken on his party leaders on a single major issue.""",True
3070,Barack Obama,The accuracy of the Obama tax calculator,Half-True
3071,Barack Obama,"Obama ""changed the rules in Washington. Gone are the free gifts from lobbyists. Gone are the fancy airplane rides for nothing.""",Half-True
3072, Chain email,Michelle Obama ordered $400 worth of lobster and caviar at a New York hotel.,Pants on Fire!
3073,Barack Obama,"""The race will tighten, just because that's what happens at the end of campaigns. They always have.""",Mostly True
3074,John McCain,"""Obama raises taxes on seniors (and) hard-working families to give welfare to those who pay none.""",False
3075,Barack Obama,"""For my energy plan, my economic plan, and the other proposals you'll hear tonight, I've offered spending cuts above and beyond their cost.""",Mostly False
3076,Barack Obama,"Measures in Barack Obama's health plan could ""lower health care costs for the typical family by $2,500 a year.""",Half-True
3077,John McCain,"""We are within the margin of error.""",Half-True
3078,John McCain,"""Fidel (Castro) has made his preferences known in the campaign and had some very unkind things to say about me.""",True
3079,John McCain,"Barack Obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",Mostly True
3080,Barack Obama,McCain called for less regulation21 times just this year.,Mostly True
3081,Barack Obama,"""In April, Sen. McCain came out against helping women earn equal pay for equal work.""",Mostly True
3082,Barack Obama,"McCain is ""selectively editing Joe Biden's words...Biden actually said about Barack Obama: 'They're gonna find out this guy's got steel in his spine.'""",Mostly False
3083,John McCain,"""Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'""",False
3084, Republican Party of Florida,"""Barack Obama has consistently voted against tougher penalties for criminals.""",False
3085, Planned Parenthood,"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care.""",True
3086,Joe Biden,"""One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.""",Half-True
3087,John McCain,"If parents ""don't have health insurance that Senator Obama wants them to have (for their children), they will be fined.""",Half-True
3088, Chain email,"Says Obama wants to redesign the American flag ""to better offer our enemies hope and love.""",Pants on Fire!
3089, Republican Party of Florida,"Barack Obama will ""raise Social Security taxes.""",Half-True
3090, National Republican Trust PAC,"""Barack Obama's plan gives a driver's license to any illegal who wants one.""",Mostly False
3091,John McCain,On supporting the Supreme Court abortion decision Roe v. Wade,No Flip
3092, Republican National Committee,"""Barack Obama thinks terrorists just need a good talking to.""",Pants on Fire!
3093,Barack Obama,On which team he's rooting for in the World Series.,Half Flip
3094,John McCain,"""Sen. Obama's campaign announced that he's choosing his  cabinet.""",False
3095,John McCain,Between 40 and 50 percent of tax filers do not owe any income tax.,Mostly True
3096,John McCain,"Barack Obama was ""a trial attorney for ACORN.""",Half-True
3097,John McCain,"In 1992, Barack Obama directed ""Project Vote - an arm of ACORN that also encouraged voter registration.""",False
3098, Chain email,"""If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers.""",False
3099,Barack Obama,"Medicare spends ""$15-billion a year on subsidies to insurance companies.""",True
3100,Barack Obama,"""The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.""",False
3101,Barack Obama,"""98 percent of small businesses make less than $250,000"" and would not see a tax increase under Barack Obama's plan.",True
3102,John McCain,"""He voted twice for a budget resolution that increases the taxes on individuals making $42,000 a year.""",Half-True
3103,John McCain,"""Obama said he would unilaterally renegotiate the North American Free Trade Agreement.""",Mostly True
3104,John McCain,"""Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks.""",True
3105,John McCain,"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you.""",False
3106,Barack Obama,"Under John McCain's health care plan, people get a $5,000 tax credit to buy a $12,000 health care policy, and ""that's a loss for you.""",False
3107,Barack Obama,"""AIG executives ... (took) a junket for over $400,000. Twice.""",Mostly False
3108,Sarah Palin,"""The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part.""",Pants on Fire!
3109,Barack Obama,"On the economic crisis, ""the biggest problem in this whole process was the deregulation of the financial system.""",Half-True
